num_acc,mois,jour,lum,agg,int,col,com,dep,hr,mn,catv,choc,manv,place,catu,grav,trajet,an_nais,catr,circ,nbv,prof,plan,lartpc,larrout,situ
201800046962,4,27,5,1,9,2.0,645,130,11,30,30,9.0,7.0,1,3,2,3.0,1940,3,3.0,5,4.0,1.0,20,179,1.0
200900017186,11,7,3,2,0,2.0,15019,8,15,41,0,0.0,7.0,5,3,1,2.0,1989,2,2.0,6,3.0,3.0,136,44,6.0
201500013644,12,15,5,2,1,4.0,544,55,15,5,36,2.0,7.0,0,1,2,5.0,1901,3,2.0,20,3.0,0.0,165,245,2.0
201000028552,7,27,5,1,3,3.0,22,640,10,50,17,4.0,7.0,7,1,3,9.0,2002,3,1.0,0,4.0,2.0,216,179,3.0
201700055998,11,31,5,1,1,5.0,30223,61,16,41,3,9.0,7.0,3,3,1,9.0,1941,4,2.0,36,4.0,4.0,65,384,4.0
201600010018,6,13,2,1,8,7.0,416,88,17,45,99,4.0,4.0,9,3,2,1.0,1997,4,2.0,20,1.0,0.0,45,50,5.0
201600050797,5,24,1,2,8,7.0,763,1000,13,41,14,0.0,17.0,6,2,3,1.0,1909,6,3.0,0,0.0,1.0,504,10,2.0
200700026422,5,18,5,2,8,4.0,575,44,16,38,3,6.0,18.0,6,1,2,4.0,1925,6,2.0,16,0.0,0.0,21,166,1.0
201000001328,12,12,5,1,1,3.0,42189,35,15,50,43,1.0,8.0,10,3,1,3.0,1975,7,2.0,9,4.0,4.0,13,161,0.0
200700015209,6,31,5,2,3,3.0,717,974,16,59,1,5.0,19.0,3,1,1,0.0,1966,3,2.0,13,1.0,0.0,250,131,5.0
201700050538,8,9,5,1,8,3.0,74101,56,13,10,35,9.0,1.0,3,3,1,2.0,1973,3,2.0,11,4.0,2.0,36,132,1.0
201500038176,11,13,5,2,2,4.0,19,80,18,33,39,8.0,9.0,5,1,2,4.0,1993,1,2.0,11,1.0,4.0,58,193,5.0
200700038950,9,27,1,2,8,1.0,60090,84,14,57,37,6.0,7.0,9,3,2,2.0,1994,3,4.0,5,4.0,0.0,79,350,2.0
200900008706,3,30,5,2,3,3.0,78206,53,23,33,33,5.0,24.0,7,2,3,3.0,2006,3,2.0,20,4.0,2.0,124,268,5.0
201800038479,12,1,1,2,1,4.0,154,590,22,10,16,6.0,12.0,5,1,3,1.0,2007,9,2.0,50,2.0,1.0,300,410,2.0
201600040509,3,5,3,1,8,7.0,352,56,19,41,11,4.0,19.0,3,3,2,4.0,1917,2,2.0,30,1.0,2.0,71,127,8.0
201900001684,12,5,5,1,2,4.0,27397,55,0,0,30,1.0,7.0,10,2,1,0.0,1938,4,2.0,26,0.0,1.0,330,117,2.0
200800025911,5,30,5,2,2,7.0,78640,49,17,38,6,3.0,7.0,2,3,1,2.0,2017,6,2.0,7,0.0,4.0,280,84,5.0
201600049218,11,30,5,1,8,5.0,686,69,14,20,36,0.0,21.0,4,1,2,0.0,2000,6,2.0,3,0.0,2.0,180,135,8.0
201600027566,8,15,5,1,7,6.0,59352,760,21,15,4,3.0,4.0,6,3,1,5.0,1992,3,4.0,40,0.0,0.0,96,202,2.0
200800017861,3,7,5,1,5,3.0,74034,51,21,36,5,3.0,5.0,4,3,2,5.0,1929,2,1.0,0,4.0,0.0,500,207,3.0
200600037051,6,29,5,2,7,6.0,33487,87,19,55,6,1.0,13.0,7,3,3,9.0,2010,1,2.0,36,1.0,0.0,260,164,3.0
201300016026,10,11,5,1,2,6.0,247,62,16,10,14,9.0,15.0,8,2,2,2.0,1962,7,2.0,7,0.0,0.0,197,120,5.0
200900020505,5,4,4,2,9,7.0,11172,82,23,43,33,0.0,10.0,10,3,1,4.0,1911,9,3.0,7,2.0,1.0,44,101,8.0
201100052073,2,30,5,1,7,4.0,403,74,13,40,5,2.0,7.0,0,1,1,4.0,2006,5,2.0,3,1.0,1.0,42,57,3.0
200500085601,11,19,5,1,6,2.0,694,75,21,45,19,5.0,12.0,3,3,2,4.0,2004,6,2.0,8,0.0,3.0,95,32,6.0
200600021277,1,14,5,2,9,4.0,168,61,17,33,99,4.0,17.0,6,3,3,4.0,1973,2,2.0,26,2.0,0.0,61,400,3.0
200800048118,7,20,5,2,7,3.0,145,590,19,5,4,7.0,21.0,2,2,3,0.0,1920,6,4.0,16,0.0,3.0,32,505,1.0
201000031856,7,9,3,1,2,4.0,629,55,14,53,4,5.0,7.0,10,2,2,5.0,1909,7,2.0,1,4.0,1.0,41,314,2.0
201400038183,7,31,1,2,4,5.0,111,910,12,41,35,0.0,11.0,2,3,2,2.0,2002,1,2.0,13,3.0,1.0,53,183,2.0
200800052288,6,3,5,1,8,3.0,750,78,13,20,10,6.0,10.0,10,1,2,9.0,2008,2,2.0,5,1.0,0.0,59,610,0.0
201600012343,8,12,4,1,0,3.0,757,240,12,20,10,9.0,3.0,2,3,2,5.0,1922,5,4.0,14,3.0,2.0,198,189,8.0
200900054182,8,27,5,1,8,3.0,693,1,0,11,21,1.0,7.0,10,2,1,4.0,1992,4,2.0,6,1.0,1.0,36,111,4.0
201700051266,1,6,4,2,9,6.0,71155,760,14,21,6,8.0,10.0,0,3,3,3.0,1916,7,2.0,13,4.0,1.0,104,170,0.0
200500044209,4,2,5,1,8,5.0,75113,31,20,30,33,6.0,17.0,8,1,1,5.0,1950,4,2.0,13,1.0,1.0,89,44,1.0
200700016761,10,29,5,2,8,1.0,75105,85,10,40,16,4.0,3.0,3,2,2,2.0,1952,4,2.0,16,0.0,3.0,56,270,1.0
201100013620,4,2,2,1,6,7.0,731,660,11,40,0,1.0,8.0,2,2,1,3.0,1919,7,2.0,3,4.0,2.0,35,713,3.0
200600070069,3,17,5,1,3,7.0,646,53,23,33,15,0.0,1.0,7,3,3,9.0,1989,2,2.0,11,1.0,0.0,153,51,8.0
201700006100,5,29,2,1,0,1.0,97306,72,10,43,6,6.0,3.0,5,1,1,0.0,0,2,2.0,6,0.0,3.0,250,700,1.0
201400055104,6,16,5,2,6,6.0,55,690,13,41,10,2.0,25.0,3,1,3,1.0,1919,9,3.0,14,1.0,3.0,61,147,6.0
201200018271,12,16,5,1,9,5.0,203,48,19,25,11,5.0,6.0,7,3,1,1.0,1951,2,2.0,13,3.0,3.0,64,34,0.0
201800048296,2,23,5,1,9,3.0,179,66,14,8,21,0.0,23.0,2,3,3,0.0,1966,6,2.0,6,0.0,4.0,75,92,6.0
201100032040,10,6,5,2,6,4.0,300,500,18,34,9,9.0,3.0,1,2,1,0.0,1995,6,4.0,11,4.0,3.0,24,830,0.0
200600029629,11,7,1,1,9,3.0,95428,690,18,45,8,7.0,11.0,1,3,1,5.0,2008,3,0.0,13,4.0,0.0,194,21,8.0
201700016565,1,8,5,2,5,5.0,236,740,12,24,13,3.0,12.0,0,1,1,2.0,1948,2,2.0,4,2.0,0.0,73,17,5.0
201600000057,5,25,5,1,9,4.0,649,22,12,5,18,9.0,22.0,1,2,3,1.0,1924,3,3.0,7,1.0,0.0,141,166,1.0
200900068611,7,27,4,2,3,6.0,78640,620,21,22,2,4.0,22.0,1,1,3,2.0,1974,6,2.0,2,0.0,3.0,1,51,6.0
201300057839,8,24,3,1,7,7.0,92026,530,19,43,38,0.0,3.0,2,2,3,0.0,1983,5,0.0,36,4.0,1.0,135,950,5.0
201800030433,8,31,5,1,6,1.0,748,230,23,8,8,6.0,10.0,3,1,2,1.0,1988,4,2.0,50,2.0,3.0,135,610,0.0
201600005373,11,12,5,2,6,4.0,596,26,12,59,14,3.0,23.0,3,3,3,5.0,1943,9,4.0,50,3.0,1.0,66,112,1.0
201000030961,6,22,5,2,5,7.0,13214,690,21,55,10,8.0,21.0,8,3,1,2.0,2015,1,2.0,14,4.0,2.0,103,107,2.0
201200048714,6,4,3,2,8,3.0,920,46,11,57,4,3.0,26.0,7,1,3,2.0,1971,5,2.0,-1,4.0,0.0,406,999,3.0
200800058305,7,3,5,1,5,7.0,882,74,22,10,31,9.0,9.0,7,3,1,4.0,1913,3,2.0,16,4.0,4.0,103,605,3.0
200500028761,12,25,3,1,6,1.0,758,70,18,0,80,2.0,16.0,0,1,1,2.0,1990,2,4.0,3,4.0,2.0,86,42,6.0
201100005879,12,8,5,2,1,3.0,9209,510,23,24,21,3.0,14.0,10,1,2,5.0,1985,9,2.0,5,1.0,1.0,115,184,4.0
201300033393,11,28,5,2,5,6.0,24037,971,21,24,18,9.0,20.0,10,2,2,0.0,1962,5,4.0,12,3.0,1.0,310,54,2.0
200600007220,6,8,5,1,6,4.0,182,63,17,11,12,7.0,1.0,0,3,3,2.0,2015,9,4.0,10,3.0,3.0,513,164,8.0
200500064870,4,22,5,2,2,1.0,72346,360,0,38,18,8.0,19.0,0,3,3,0.0,2002,3,2.0,13,1.0,4.0,109,310,2.0
201300023784,9,15,2,1,0,5.0,631,700,15,41,17,9.0,9.0,6,2,2,5.0,0,2,2.0,14,0.0,1.0,280,375,3.0
201000057294,8,26,5,1,9,3.0,77449,170,22,38,9,0.0,17.0,3,2,2,5.0,2005,6,2.0,12,3.0,4.0,215,230,1.0
200800035134,3,30,2,1,2,1.0,28134,580,12,5,15,0.0,17.0,2,3,2,3.0,1950,9,2.0,5,0.0,0.0,310,121,8.0
200900057425,10,13,5,2,7,4.0,34033,370,18,45,80,0.0,14.0,4,2,2,3.0,1914,7,2.0,20,2.0,2.0,135,155,1.0
201800029252,7,25,5,1,0,5.0,816,17,21,5,50,4.0,12.0,7,1,3,0.0,1986,6,2.0,3,3.0,1.0,22,149,6.0
201200002628,10,27,5,2,7,5.0,179,340,20,17,4,7.0,20.0,6,2,2,4.0,1925,1,2.0,11,3.0,4.0,279,208,2.0
200700012727,2,17,5,1,5,6.0,242,30,13,40,15,0.0,13.0,8,2,2,1.0,1918,9,3.0,6,2.0,4.0,72,146,3.0
200700042569,6,31,5,1,7,2.0,97,510,15,10,14,7.0,2.0,9,1,3,3.0,1943,4,2.0,26,0.0,2.0,270,187,2.0
201100023586,8,13,5,1,2,5.0,331,780,22,45,35,8.0,1.0,4,2,1,3.0,1959,5,0.0,11,3.0,0.0,198,117,2.0
201300028017,3,11,1,1,3,6.0,30189,32,16,55,13,2.0,0.0,6,2,1,9.0,1930,5,0.0,50,2.0,3.0,19,71,4.0
200600034441,5,5,5,2,0,2.0,164,770,0,55,19,1.0,16.0,2,1,3,3.0,1928,1,2.0,0,4.0,2.0,900,44,2.0
200800050353,7,23,5,2,6,6.0,2738,974,10,24,13,3.0,10.0,2,2,3,4.0,1967,2,2.0,9,2.0,1.0,198,102,0.0
200500068509,11,24,4,2,5,2.0,81120,260,0,41,42,7.0,20.0,5,3,2,4.0,1974,3,2.0,11,3.0,2.0,203,203,4.0
201100056777,11,27,1,1,5,3.0,657,33,14,11,2,4.0,9.0,4,3,2,1.0,2014,9,3.0,11,3.0,0.0,450,141,3.0
200700019524,8,4,5,1,6,5.0,75113,770,14,20,15,4.0,23.0,10,1,3,2.0,1947,5,2.0,-1,1.0,2.0,210,45,8.0
201800038352,1,5,5,1,7,2.0,319,790,21,25,20,5.0,10.0,9,1,3,4.0,1944,6,0.0,16,3.0,3.0,34,48,2.0
200900069256,1,24,5,1,5,5.0,6029,4,11,33,43,1.0,26.0,6,3,2,5.0,1948,2,2.0,5,0.0,1.0,67,925,1.0
201100055590,9,8,5,1,8,2.0,49007,320,19,25,21,1.0,8.0,1,3,3,3.0,2005,9,1.0,20,3.0,0.0,216,133,2.0
201200043833,3,28,5,1,4,5.0,231,8,12,8,19,3.0,12.0,8,1,3,4.0,1941,6,2.0,10,2.0,0.0,115,258,6.0
200500013476,7,19,5,2,8,5.0,515,90,14,45,1,7.0,3.0,4,3,1,5.0,1963,9,3.0,36,1.0,0.0,90,96,5.0
201500047638,12,15,3,1,1,1.0,81033,690,12,8,19,2.0,1.0,8,1,2,5.0,1913,1,2.0,5,2.0,1.0,37,170,3.0
201600030326,11,17,5,1,6,1.0,679,100,11,25,40,2.0,12.0,5,1,1,4.0,1999,5,4.0,2,2.0,0.0,80,8,5.0
201100029590,3,31,5,2,8,3.0,77042,460,17,11,37,9.0,4.0,6,1,2,1.0,1935,6,4.0,1,1.0,0.0,190,39,0.0
201100056995,9,16,5,1,1,2.0,660,740,22,22,37,4.0,0.0,0,3,3,3.0,1964,3,4.0,36,4.0,4.0,80,169,1.0
201900009215,9,2,5,2,2,6.0,663,870,22,57,2,8.0,5.0,4,1,2,1.0,1950,3,3.0,2,0.0,1.0,71,277,0.0
201200058542,2,22,5,1,6,3.0,1004,540,12,36,7,2.0,19.0,6,2,2,0.0,1935,5,2.0,6,3.0,3.0,37,22,1.0
200700022988,4,2,2,2,8,7.0,38336,60,16,0,39,5.0,10.0,1,3,2,4.0,1970,4,2.0,4,4.0,4.0,210,41,4.0
201100058886,2,8,3,1,4,6.0,565,1000,17,40,14,0.0,3.0,4,1,1,5.0,1912,6,4.0,8,4.0,2.0,198,199,3.0
201000005521,9,29,5,1,0,2.0,331,950,18,45,17,4.0,14.0,5,1,2,5.0,1914,6,2.0,16,1.0,2.0,216,270,2.0
201200058904,10,13,5,1,3,3.0,207,58,10,11,37,0.0,14.0,7,1,2,5.0,1963,3,1.0,12,3.0,0.0,116,166,6.0
201200005348,8,2,5,2,3,5.0,411,230,20,0,99,0.0,1.0,3,2,2,5.0,1921,9,0.0,13,2.0,2.0,220,310,3.0
201400020103,8,25,4,1,7,5.0,38074,201,17,53,38,8.0,20.0,7,1,2,3.0,1954,5,2.0,11,3.0,4.0,150,105,5.0
201200028657,5,3,5,1,7,7.0,56222,560,21,53,19,9.0,25.0,1,3,1,9.0,1999,9,2.0,8,4.0,2.0,960,690,6.0
201700057947,12,15,5,2,6,2.0,7019,920,21,53,99,6.0,17.0,0,3,3,0.0,1990,5,2.0,2,0.0,2.0,20,37,0.0
201800010321,5,11,5,1,5,4.0,633,390,14,30,10,9.0,6.0,4,2,1,3.0,1909,9,4.0,1,0.0,0.0,32,178,1.0
201200001939,4,28,5,1,2,2.0,68332,36,13,45,33,3.0,3.0,0,3,1,3.0,2019,1,2.0,-1,0.0,4.0,36,750,1.0
200700021250,1,3,4,1,3,4.0,846,45,17,36,33,4.0,7.0,6,1,1,2.0,2002,2,2.0,0,2.0,4.0,94,710,1.0
201300013700,8,14,1,2,6,7.0,732,47,17,50,32,2.0,6.0,4,3,2,9.0,1961,4,2.0,0,0.0,3.0,203,310,4.0
201400009384,11,16,5,2,3,4.0,91161,400,15,15,4,1.0,17.0,10,1,2,4.0,1960,3,2.0,9,3.0,1.0,115,143,1.0
201400046638,12,8,5,1,1,7.0,461,62,19,36,42,1.0,22.0,6,1,2,1.0,1966,9,2.0,7,3.0,3.0,58,800,8.0
201000011117,5,18,5,2,9,3.0,248,37,19,57,8,3.0,24.0,2,3,3,0.0,1951,1,2.0,14,4.0,4.0,66,540,6.0
201700021981,8,1,2,2,6,7.0,223,370,14,34,16,7.0,21.0,2,3,1,5.0,1919,2,2.0,50,2.0,3.0,220,138,0.0
201100025747,1,2,5,2,3,7.0,22251,760,19,45,20,6.0,3.0,5,1,2,1.0,1915,6,1.0,12,3.0,3.0,84,251,6.0
201700003833,12,5,5,2,4,4.0,421,50,19,20,6,1.0,0.0,8,2,3,2.0,1956,3,2.0,5,4.0,2.0,147,375,2.0
200600023186,5,7,5,2,6,2.0,19,480,18,17,80,7.0,16.0,8,3,1,1.0,2007,6,2.0,10,1.0,3.0,119,222,6.0
200800052116,10,28,5,2,2,4.0,218,74,15,8,33,2.0,25.0,0,3,1,4.0,1981,7,2.0,9,4.0,4.0,140,455,8.0
200700056630,4,12,4,2,6,2.0,177,74,15,55,80,8.0,7.0,4,1,1,5.0,1997,9,2.0,40,0.0,3.0,103,510,2.0
200600060342,7,28,5,1,2,3.0,816,270,11,35,37,7.0,21.0,0,2,1,0.0,1914,7,2.0,50,0.0,3.0,205,184,1.0
200800013491,11,2,5,1,0,4.0,275,540,0,34,42,9.0,19.0,6,1,2,1.0,2019,9,0.0,10,4.0,2.0,203,532,2.0
200500087804,5,1,5,1,5,4.0,633,720,10,15,33,6.0,16.0,5,2,2,0.0,1949,1,2.0,4,0.0,4.0,41,42,4.0
200500058821,3,18,5,1,6,3.0,50165,71,12,11,34,7.0,24.0,1,1,1,4.0,1911,2,2.0,13,2.0,2.0,80,360,3.0
201300025238,3,23,5,2,5,5.0,26347,210,15,30,3,0.0,23.0,1,1,2,5.0,1900,9,3.0,20,3.0,1.0,140,153,4.0
201800012795,4,14,4,2,1,4.0,65,83,23,43,6,4.0,20.0,4,2,1,0.0,2009,6,2.0,13,4.0,4.0,180,24,4.0
201800006756,9,6,5,1,6,4.0,339,390,16,35,80,8.0,4.0,4,1,2,1.0,1905,2,3.0,5,0.0,3.0,95,196,4.0
201800048031,10,20,4,2,4,5.0,268,820,20,35,5,0.0,8.0,9,2,1,3.0,1967,2,2.0,36,0.0,4.0,99,196,8.0
200600026112,3,27,1,2,9,4.0,363,120,21,35,39,0.0,11.0,10,3,2,2.0,1923,3,3.0,30,1.0,0.0,74,730,3.0
200600065049,7,4,5,2,7,4.0,686,12,21,50,16,1.0,20.0,6,1,3,3.0,1925,3,0.0,2,1.0,0.0,41,175,5.0
201100028990,1,26,5,1,9,4.0,108,1001,10,35,60,2.0,16.0,3,3,1,2.0,1969,6,2.0,0,4.0,1.0,22,710,0.0
200600007959,8,4,5,1,4,1.0,246,66,15,10,3,1.0,11.0,9,2,3,2.0,2011,9,1.0,3,1.0,4.0,90,620,4.0
201800056679,6,20,5,2,2,7.0,94065,340,10,50,10,0.0,25.0,3,1,2,0.0,1953,7,2.0,36,2.0,2.0,400,340,2.0
201300029689,7,8,5,2,4,5.0,611,38,17,36,36,6.0,23.0,1,2,1,1.0,2007,6,0.0,6,3.0,4.0,147,0,1.0
201400029176,8,29,5,1,9,6.0,97309,71,16,20,80,9.0,21.0,5,1,1,5.0,1905,4,2.0,14,0.0,2.0,63,24,0.0
201100039475,10,13,5,1,1,6.0,639,130,22,53,37,6.0,11.0,10,3,1,1.0,1945,9,2.0,5,3.0,3.0,52,88,6.0
200600044750,7,14,5,2,8,4.0,545,78,14,40,2,3.0,16.0,7,1,3,4.0,2008,4,3.0,6,0.0,3.0,8,313,8.0
200600067167,7,25,4,1,3,1.0,93027,950,18,35,13,0.0,5.0,10,1,2,2.0,1905,4,2.0,4,0.0,4.0,69,175,2.0
200900070818,2,15,5,2,0,5.0,559,280,15,59,16,0.0,20.0,1,2,1,5.0,1913,3,2.0,12,4.0,4.0,220,72,0.0
200600061869,1,26,5,2,1,3.0,329,202,14,43,40,3.0,5.0,8,3,2,0.0,1914,3,2.0,40,4.0,1.0,106,86,6.0
200600060965,12,12,5,2,2,1.0,535,42,23,41,20,0.0,11.0,8,3,3,1.0,1931,2,1.0,3,2.0,2.0,69,225,0.0
201500008890,10,1,4,2,7,2.0,170,36,10,50,38,3.0,23.0,4,3,2,9.0,1915,7,2.0,6,3.0,1.0,104,97,2.0
200600005010,1,14,5,1,3,3.0,277,89,15,24,40,7.0,15.0,8,2,2,4.0,1929,7,3.0,16,0.0,1.0,82,940,8.0
200600067554,8,3,4,2,2,5.0,0,210,19,33,10,4.0,11.0,8,1,1,0.0,1905,1,4.0,3,3.0,2.0,61,135,1.0
201800009186,7,11,4,2,0,2.0,7072,570,14,33,17,6.0,12.0,5,3,2,9.0,1917,9,2.0,5,2.0,1.0,134,550,1.0
200700050404,10,28,2,2,9,7.0,754,45,22,45,3,3.0,7.0,3,3,2,4.0,2018,5,2.0,11,4.0,3.0,340,260,4.0
201100055342,6,12,5,2,7,4.0,62548,60,14,41,14,4.0,6.0,9,1,2,5.0,1938,3,2.0,26,2.0,0.0,124,211,8.0
201400019087,1,24,5,2,7,6.0,92063,11,0,35,14,4.0,9.0,2,3,3,9.0,1916,5,2.0,26,1.0,4.0,960,999,0.0
201400010167,12,2,5,2,2,2.0,429,76,10,10,80,8.0,7.0,2,1,2,3.0,1971,9,2.0,0,0.0,4.0,114,50,0.0
201200039488,5,8,2,1,0,3.0,202,11,23,11,8,1.0,10.0,0,3,2,3.0,1981,3,2.0,14,3.0,1.0,120,108,3.0
200600043888,12,22,5,1,2,7.0,230,48,18,5,15,1.0,2.0,1,1,1,5.0,1930,4,0.0,36,4.0,2.0,198,257,8.0
201200040348,12,13,4,2,7,3.0,98821,800,22,11,0,6.0,14.0,2,3,1,3.0,1960,1,2.0,4,2.0,3.0,22,137,0.0
201000051055,3,26,5,1,9,3.0,200,53,21,0,2,7.0,2.0,5,2,1,9.0,2017,5,2.0,0,2.0,1.0,62,110,1.0
201500032754,6,27,1,2,7,7.0,479,88,13,55,17,9.0,1.0,7,3,3,4.0,1922,9,1.0,12,0.0,2.0,590,131,1.0
200600000292,2,19,3,2,7,6.0,643,750,20,8,2,0.0,5.0,6,1,1,1.0,1987,5,4.0,8,3.0,1.0,96,89,2.0
201600034224,11,21,3,1,5,4.0,1004,65,0,22,9,0.0,25.0,0,3,3,4.0,1936,6,2.0,20,3.0,3.0,165,166,0.0
201300036645,2,19,1,2,8,3.0,401,580,12,30,3,9.0,20.0,8,3,3,5.0,1918,2,4.0,4,3.0,0.0,76,675,8.0
201700043403,8,22,5,2,2,5.0,37184,2,12,17,8,8.0,7.0,0,1,2,0.0,2006,9,3.0,6,1.0,1.0,85,192,4.0
200700077200,7,19,5,1,6,6.0,71251,89,10,34,80,3.0,15.0,1,3,1,0.0,1927,4,2.0,-1,1.0,0.0,100,214,0.0
201500003036,12,29,5,1,0,3.0,69034,61,18,25,19,1.0,14.0,8,1,3,3.0,0,1,2.0,30,2.0,3.0,42,127,2.0
201700013345,1,26,3,1,8,3.0,473,610,12,34,0,2.0,13.0,3,3,1,0.0,1927,9,2.0,9,3.0,0.0,709,182,8.0
200500054481,6,1,5,2,4,2.0,67365,5,20,21,36,6.0,12.0,5,1,3,5.0,1985,5,2.0,36,0.0,4.0,170,415,4.0
201700033028,5,9,5,1,0,5.0,107,9,23,10,80,6.0,1.0,7,3,3,9.0,1911,1,2.0,2,4.0,4.0,40,227,6.0
201000061594,7,13,5,1,6,4.0,91479,56,0,57,50,5.0,12.0,5,1,2,9.0,1915,2,2.0,50,3.0,3.0,115,160,6.0
201500001600,1,9,4,1,7,5.0,68226,440,14,33,11,3.0,26.0,9,2,2,4.0,1974,2,1.0,0,2.0,0.0,109,9,0.0
201500037540,9,9,5,1,1,3.0,647,140,15,36,38,9.0,18.0,2,2,1,2.0,1984,6,1.0,7,2.0,1.0,60,655,5.0
201600039531,5,3,2,2,3,1.0,9107,440,23,55,99,5.0,24.0,2,3,3,9.0,1946,5,2.0,5,0.0,3.0,71,192,2.0
200900051895,11,20,5,1,3,2.0,569,47,20,55,37,7.0,6.0,1,1,3,4.0,1991,7,3.0,6,4.0,2.0,125,580,8.0
201000001903,12,25,5,2,3,4.0,62516,930,19,59,21,0.0,18.0,4,1,2,9.0,2014,2,4.0,7,2.0,4.0,364,268,1.0
201500010838,4,21,1,1,0,5.0,716,971,20,43,12,6.0,23.0,10,2,2,5.0,1989,5,2.0,26,4.0,4.0,53,36,3.0
201800054889,12,8,5,1,0,1.0,738,9,22,5,4,3.0,5.0,3,1,3,1.0,2017,3,2.0,10,3.0,1.0,127,970,0.0
200900064972,3,19,5,2,9,1.0,322,760,15,53,30,5.0,17.0,5,1,2,3.0,1917,5,4.0,1,0.0,0.0,340,47,4.0
200500042335,6,2,5,2,6,2.0,452,57,23,55,50,5.0,12.0,4,1,1,0.0,1979,6,1.0,6,4.0,4.0,125,39,5.0
201400047040,12,1,1,1,3,4.0,238,39,19,59,42,5.0,22.0,8,3,2,4.0,1965,1,2.0,10,3.0,3.0,225,740,3.0
201600019622,2,27,4,1,7,2.0,66,91,11,11,31,6.0,17.0,5,2,2,4.0,1965,9,2.0,40,4.0,2.0,65,58,6.0
201000011227,1,22,5,2,6,6.0,426,19,15,22,99,6.0,10.0,6,1,3,3.0,1919,7,3.0,16,0.0,0.0,132,54,0.0
200700028197,2,11,5,1,6,2.0,595,810,13,45,43,8.0,10.0,5,1,2,3.0,2009,9,2.0,20,0.0,3.0,95,4,8.0
201800041941,2,3,1,2,5,3.0,363,610,10,15,10,8.0,24.0,6,2,2,9.0,1926,6,0.0,14,0.0,0.0,210,203,3.0
200600046370,5,4,2,2,1,4.0,781,280,23,17,43,7.0,5.0,2,2,2,3.0,2013,6,1.0,-1,0.0,4.0,216,113,4.0
201600007438,2,7,5,1,9,1.0,98821,25,23,38,35,3.0,2.0,9,2,2,1.0,1937,2,3.0,36,4.0,4.0,55,154,5.0
201700046310,9,10,5,2,3,3.0,190,250,18,57,19,1.0,21.0,9,2,1,9.0,1900,5,2.0,1,4.0,0.0,58,141,3.0
200600035575,7,21,4,1,7,4.0,49007,5,21,21,38,7.0,14.0,7,1,2,4.0,1941,3,1.0,6,0.0,3.0,118,430,2.0
200700062983,12,23,5,2,2,7.0,8214,57,11,11,10,7.0,18.0,7,2,2,5.0,1946,7,2.0,12,0.0,1.0,49,271,4.0
201100013498,1,9,5,1,8,4.0,354,12,15,0,35,4.0,17.0,9,1,1,4.0,2017,9,2.0,9,0.0,3.0,84,156,3.0
201500050324,1,12,5,2,7,7.0,84122,350,11,33,19,6.0,18.0,7,3,3,0.0,2003,4,2.0,7,3.0,3.0,103,76,4.0
200800028478,2,11,5,1,0,4.0,79,58,18,10,1,2.0,18.0,0,2,2,9.0,1933,6,2.0,12,3.0,3.0,161,221,4.0
201300009974,9,22,1,1,5,1.0,512,44,12,55,20,6.0,25.0,9,3,2,0.0,1920,2,1.0,40,1.0,1.0,194,179,2.0
200600057590,9,28,3,2,4,1.0,185,540,11,24,35,2.0,25.0,3,3,3,3.0,1946,2,2.0,2,0.0,4.0,510,70,2.0
200700071981,4,23,5,2,2,5.0,94015,100,10,17,36,3.0,21.0,7,3,1,1.0,2007,9,4.0,8,4.0,3.0,48,430,8.0
201500027963,12,26,5,2,7,5.0,91613,160,19,53,43,2.0,15.0,2,1,2,2.0,1922,3,1.0,7,1.0,3.0,30,84,2.0
201100021975,8,2,2,1,5,7.0,181,86,18,38,38,6.0,7.0,7,2,3,0.0,1996,9,0.0,2,1.0,1.0,294,65,8.0
200800075919,10,12,1,2,0,3.0,164,972,18,21,33,1.0,16.0,3,2,2,0.0,2014,6,4.0,11,3.0,1.0,41,14,6.0
201100065809,4,14,1,1,5,6.0,24445,500,13,5,14,1.0,17.0,8,1,3,0.0,1981,4,2.0,8,1.0,0.0,110,780,8.0
201400048374,9,9,5,1,3,5.0,68155,460,0,20,11,5.0,13.0,7,3,2,0.0,2013,9,2.0,7,3.0,3.0,161,179,2.0
201000018464,3,16,5,2,2,3.0,572,420,18,34,30,7.0,8.0,5,3,3,4.0,1970,5,2.0,26,3.0,0.0,203,132,2.0
200600030857,12,11,5,1,5,1.0,169,490,20,59,7,9.0,7.0,1,3,1,0.0,1970,6,2.0,1,1.0,1.0,107,730,4.0
201000013622,7,13,1,1,7,4.0,69202,25,13,8,1,5.0,21.0,0,1,1,0.0,1924,7,2.0,4,3.0,2.0,39,267,8.0
201700013345,12,6,2,2,3,5.0,200,89,13,33,17,0.0,4.0,4,2,2,2.0,1950,6,2.0,7,3.0,0.0,182,490,5.0
200900051083,1,28,4,2,0,4.0,852,720,18,15,42,5.0,13.0,10,2,1,2.0,1911,4,2.0,14,2.0,3.0,510,415,6.0
201500005218,4,23,5,1,8,4.0,74010,430,19,38,80,3.0,14.0,10,3,1,0.0,2003,5,2.0,13,0.0,0.0,24,88,4.0
201000049157,1,25,5,2,9,3.0,78321,93,14,45,80,2.0,6.0,9,3,2,1.0,1994,6,2.0,16,4.0,4.0,310,186,5.0
201100004220,3,13,5,2,5,4.0,424,630,19,24,40,6.0,17.0,8,2,1,3.0,1949,3,2.0,20,0.0,0.0,143,61,6.0
