num_acc,mois,jour,lum,agg,int,atm,col,com,dep,hr,mn,catv,choc,manv,num_veh,place,catu,grav,sexe,trajet,an_nais,annee,catr,circ,nbv,prof,plan,lartpc,larrout,surf,situ
200700025906,5,6,3,1,1,1.0,6.0,18,690,0,0,7,2.0,1.0,A01,1,1,1,1,5.0,1984,2007,3,2.0,2,1.0,3.0,10,60,2.0,3.0
201700013640,8,28,1,1,2,1.0,3.0,152,430,0,0,33,1.0,1.0,B01,2,2,1,2,5.0,1954,2017,2,2.0,2,1.0,1.0,0,60,1.0,1.0
200800011907,3,17,1,2,1,8.0,7.0,279,180,0,0,7,2.0,1.0,A01,1,1,1,1,5.0,1936,2008,3,2.0,0,1.0,1.0,0,60,2.0,1.0
201200047777,4,1,1,2,2,1.0,7.0,81,940,0,0,30,7.0,5.0,A01,1,1,1,1,0.0,1994,2012,3,3.0,2,1.0,1.0,0,0,1.0,1.0
201000041528,9,1,1,2,1,1.0,6.0,256,690,0,0,7,8.0,13.0,A01,1,1,1,1,0.0,1966,2010,4,2.0,3,1.0,1.0,0,128,1.0,4.0
200900028059,5,26,1,2,6,1.0,6.0,278,220,0,0,7,3.0,16.0,A01,1,1,1,2,0.0,1946,2009,4,1.0,1,1.0,2.0,0,0,1.0,1.0
201600005947,4,9,1,1,2,1.0,3.0,132,430,0,0,7,1.0,1.0,B01,2,2,1,1,5.0,1995,2016,2,2.0,4,2.0,1.0,0,122,1.0,1.0
201300045171,1,14,4,1,1,2.0,7.0,4,201,0,0,7,1.0,1.0,A01,1,1,1,1,0.0,1968,2013,3,2.0,2,2.0,4.0,0,0,2.0,1.0
201200051316,11,10,1,2,1,2.0,6.0,382,690,0,0,7,1.0,2.0,A01,0,3,1,2,5.0,1980,2012,4,1.0,4,1.0,1.0,20,120,2.0,1.0
201700041434,11,29,2,2,3,2.0,3.0,1,930,0,0,2,5.0,17.0,B01,1,1,1,1,0.0,1995,2017,3,2.0,5,1.0,1.0,0,200,2.0,1.0
200600059403,10,26,1,1,1,1.0,5.0,399,520,0,0,7,2.0,17.0,B02,1,1,1,1,5.0,1963,2006,3,2.0,2,1.0,1.0,0,67,1.0,1.0
200800007037,2,12,1,1,2,1.0,3.0,74,280,0,0,7,7.0,19.0,B02,2,2,1,1,0.0,1986,2008,3,2.0,0,1.0,2.0,0,59,1.0,1.0
200900032447,11,20,5,2,1,1.0,4.0,118,750,0,0,10,1.0,2.0,D01,1,1,1,1,1.0,1983,2009,4,1.0,4,2.0,1.0,15,140,1.0,1.0
201700055602,11,6,2,2,1,1.0,6.0,114,750,0,0,33,7.0,1.0,A01,1,1,1,1,0.0,1991,2017,4,2.0,6,1.0,1.0,80,140,1.0,1.0
201000056275,9,24,1,1,1,1.0,3.0,6,930,0,0,7,7.0,12.0,A01,1,1,1,1,0.0,1979,2010,1,3.0,2,2.0,2.0,15,70,2.0,1.0
201000003082,9,18,1,2,2,1.0,5.0,212,440,0,0,7,1.0,1.0,A01,1,1,1,1,5.0,1980,2010,3,2.0,2,4.0,1.0,0,75,1.0,1.0
201200042036,10,4,2,2,2,3.0,7.0,23,920,0,0,31,0.0,1.0,A01,1,1,1,2,1.0,1981,2012,4,2.0,2,2.0,1.0,0,0,2.0,1.0
201200031210,10,15,1,2,1,1.0,2.0,121,560,0,0,2,1.0,1.0,A01,1,1,1,1,0.0,1995,2012,9,0.0,2,1.0,0.0,0,0,0.0,1.0
201000019481,7,9,1,2,1,1.0,2.0,262,110,0,0,7,4.0,4.0,B01,1,1,1,2,0.0,1973,2010,4,2.0,2,2.0,1.0,0,0,1.0,1.0
201700053367,6,23,5,2,3,1.0,3.0,106,750,0,0,7,0.0,1.0,B01,1,1,1,1,4.0,1985,2017,4,1.0,4,1.0,1.0,10,140,1.0,1.0
201500014854,7,29,1,1,1,1.0,3.0,55,130,0,0,7,0.0,15.0,A01,1,1,1,1,0.0,1983,2015,4,2.0,2,2.0,1.0,0,0,1.0,1.0
201300057906,11,13,1,2,1,1.0,2.0,2,973,0,0,7,4.0,0.0,B01,1,1,1,1,0.0,1991,2013,4,2.0,2,0.0,0.0,0,0,1.0,0.0
200600076752,12,13,2,2,2,1.0,5.0,284,450,0,0,7,2.0,1.0,B01,1,1,1,2,1.0,1968,2006,4,2.0,2,1.0,1.0,0,66,1.0,1.0
201600011266,10,8,5,2,2,1.0,3.0,88,60,0,0,7,0.0,1.0,A01,2,2,1,1,5.0,1993,2016,3,2.0,2,1.0,1.0,0,70,1.0,1.0
201000063623,9,8,1,2,1,2.0,3.0,114,750,0,0,7,6.0,11.0,A01,1,1,1,1,4.0,1956,2010,4,2.0,0,0.0,0.0,0,118,2.0,1.0
200500006728,1,2,5,2,3,2.0,6.0,41,940,0,0,5,1.0,1.0,B01,5,2,1,2,0.0,1982,2005,4,2.0,2,1.0,1.0,0,120,1.0,1.0
200500034625,6,27,1,2,1,1.0,6.0,113,630,0,0,7,1.0,1.0,A01,1,1,1,2,0.0,1958,2005,4,2.0,3,1.0,1.0,0,94,1.0,1.0
201300047689,8,26,1,1,1,1.0,3.0,179,910,0,0,7,8.0,0.0,B01,1,1,1,1,0.0,1955,2013,1,3.0,6,1.0,1.0,15,210,1.0,1.0
200900008389,1,17,1,2,1,1.0,2.0,56,250,0,0,7,5.0,2.0,B01,0,3,1,2,5.0,1997,2009,4,2.0,4,1.0,1.0,0,0,1.0,1.0
201700035917,9,18,1,2,1,1.0,6.0,351,760,0,0,7,2.0,1.0,A01,0,3,1,2,9.0,1999,2017,4,2.0,2,1.0,1.0,0,76,2.0,1.0
201400010868,1,28,1,2,1,1.0,3.0,88,60,0,0,7,1.0,19.0,A01,1,1,1,1,5.0,1988,2014,4,2.0,2,2.0,1.0,0,49,1.0,1.0
201200016208,10,2,1,2,1,1.0,5.0,55,130,0,0,7,4.0,1.0,C01,1,1,1,2,0.0,1991,2012,4,2.0,2,1.0,0.0,0,100,1.0,1.0
201800047768,10,27,5,2,3,8.0,2.0,385,690,0,0,7,3.0,1.0,B01,1,1,1,1,0.0,1991,2018,4,2.0,2,4.0,1.0,0,0,1.0,3.0
200700049802,8,12,1,2,1,1.0,2.0,44,360,0,0,2,1.0,1.0,A01,1,1,1,1,0.0,1952,2007,4,2.0,4,1.0,1.0,0,0,1.0,1.0
200500077507,11,24,1,1,1,1.0,6.0,55,130,0,0,7,1.0,1.0,A01,1,1,1,2,1.0,1985,2005,1,1.0,3,1.0,1.0,0,75,1.0,1.0
201300016800,12,16,3,1,1,1.0,1.0,497,80,0,0,7,4.0,13.0,A01,1,1,1,1,1.0,1994,2013,3,2.0,2,2.0,3.0,0,53,1.0,1.0
201000043165,4,22,1,2,3,1.0,3.0,320,770,0,0,7,2.0,15.0,A01,1,1,1,2,0.0,1949,2010,4,1.0,1,1.0,1.0,0,40,1.0,1.0
201000031564,5,20,1,2,2,1.0,3.0,261,370,0,0,7,2.0,1.0,B01,2,2,1,2,1.0,1993,2010,4,1.0,2,1.0,1.0,0,60,1.0,1.0
200900032822,11,6,5,2,1,1.0,3.0,111,750,0,0,32,1.0,1.0,A01,1,1,1,1,5.0,1960,2009,4,2.0,2,1.0,1.0,0,150,2.0,1.0
201100057025,8,27,1,1,1,8.0,6.0,199,690,0,0,7,1.0,1.0,A01,2,2,1,2,5.0,1942,2011,3,3.0,2,2.0,2.0,15,35,2.0,1.0
200900000580,2,3,1,2,1,1.0,6.0,119,750,0,0,13,1.0,1.0,B01,1,1,1,1,0.0,1977,2009,4,1.0,2,1.0,1.0,0,0,1.0,1.0
201100060708,11,12,1,2,5,1.0,3.0,112,750,0,0,34,7.0,17.0,A01,1,1,1,1,0.0,1965,2011,4,2.0,2,1.0,1.0,0,0,1.0,1.0
200700002321,1,11,1,2,1,1.0,6.0,279,180,0,0,7,4.0,4.0,A01,1,1,1,2,0.0,1957,2007,4,0.0,0,1.0,0.0,0,70,1.0,4.0
201400033675,11,8,1,2,3,1.0,2.0,256,680,0,0,7,4.0,1.0,B01,2,2,1,2,5.0,1952,2014,3,2.0,2,1.0,1.0,0,71,1.0,1.0
201800025784,2,10,2,1,3,1.0,5.0,318,380,0,0,7,1.0,1.0,B01,1,1,1,2,5.0,1994,2018,3,2.0,0,1.0,1.0,0,0,1.0,1.0
200900020439,9,9,1,2,2,1.0,2.0,117,750,0,0,10,1.0,2.0,A01,1,1,1,1,1.0,1970,2009,4,2.0,0,2.0,1.0,0,80,1.0,1.0
201000056168,6,24,1,1,1,1.0,4.0,27,930,0,0,10,1.0,1.0,D01,1,1,1,1,4.0,1962,2010,1,3.0,4,1.0,1.0,15,140,1.0,1.0
201000054504,1,12,1,2,1,1.0,6.0,219,950,0,0,7,0.0,1.0,B01,1,1,1,2,9.0,1980,2010,4,2.0,2,1.0,1.0,0,0,1.0,1.0
200900056831,8,16,1,2,1,1.0,4.0,258,770,0,0,10,1.0,1.0,C01,1,1,1,1,4.0,1945,2009,4,3.0,2,2.0,1.0,0,0,1.0,1.0
200700005199,1,3,5,2,4,1.0,3.0,50,920,0,0,30,2.0,1.0,B01,1,1,1,1,5.0,1991,2007,4,2.0,0,2.0,1.0,0,0,1.0,1.0
200500043698,7,17,1,2,1,1.0,1.0,28,130,0,0,5,1.0,1.0,B01,1,1,1,1,5.0,1956,2005,3,2.0,1,2.0,3.0,0,48,1.0,1.0
200600055568,9,7,1,2,1,1.0,6.0,290,690,0,0,7,0.0,1.0,A01,0,3,1,2,5.0,1998,2006,4,2.0,2,1.0,1.0,0,63,1.0,1.0
201700025784,5,30,1,2,3,1.0,3.0,63,330,0,0,7,1.0,15.0,B01,1,1,1,1,0.0,1970,2017,4,2.0,4,1.0,1.0,0,0,1.0,1.0
201100040148,6,12,2,2,2,1.0,3.0,270,710,0,0,30,1.0,1.0,B01,1,1,1,1,5.0,1995,2011,4,2.0,2,1.0,1.0,0,70,1.0,1.0
200800066384,11,24,5,2,1,1.0,2.0,7,920,0,0,7,6.0,15.0,B01,1,1,1,2,5.0,1987,2008,4,2.0,2,2.0,1.0,0,59,2.0,1.0
201800016826,9,7,1,2,3,7.0,1.0,247,490,0,0,7,1.0,1.0,A01,1,1,1,2,1.0,1978,2018,3,2.0,2,1.0,1.0,0,0,1.0,1.0
201800009168,6,13,1,2,1,1.0,6.0,55,130,0,0,10,2.0,19.0,A01,1,1,1,1,1.0,1976,2018,4,2.0,3,1.0,1.0,0,0,1.0,3.0
201600036607,7,2,5,2,1,2.0,3.0,114,910,0,0,7,8.0,15.0,A01,1,1,1,1,9.0,1968,2016,2,3.0,5,1.0,1.0,0,200,2.0,1.0
200800038059,7,11,1,1,1,1.0,1.0,94,560,0,0,7,1.0,1.0,B02,1,1,1,2,1.0,1987,2008,3,2.0,0,1.0,1.0,0,0,1.0,1.0
200600015717,3,26,4,1,1,2.0,1.0,361,490,0,0,7,1.0,13.0,A01,2,2,1,1,0.0,1986,2006,3,2.0,0,1.0,1.0,0,60,2.0,1.0
200500031925,5,2,1,2,1,1.0,2.0,123,690,0,0,7,4.0,2.0,A01,1,1,1,1,4.0,1958,2005,4,1.0,1,1.0,1.0,0,0,1.0,1.0
200700002653,1,23,5,1,1,4.0,5.0,555,310,0,0,7,8.0,1.0,B01,1,1,1,1,9.0,1943,2007,1,1.0,4,1.0,1.0,0,130,5.0,1.0
201200002866,3,10,3,1,1,1.0,7.0,587,240,0,0,7,1.0,1.0,A01,2,2,1,1,0.0,1986,2012,3,2.0,2,2.0,1.0,0,52,1.0,1.0
201400014031,1,27,5,2,1,1.0,3.0,55,130,0,0,34,1.0,1.0,B01,1,1,1,1,5.0,1957,2014,4,2.0,4,1.0,1.0,0,50,1.0,1.0
201000059648,1,21,2,1,1,1.0,4.0,62,830,0,0,10,6.0,1.0,C01,1,1,1,1,4.0,1973,2010,1,3.0,2,1.0,1.0,10,70,1.0,2.0
200500081970,12,20,5,2,6,1.0,3.0,102,640,0,0,2,1.0,1.0,B01,1,1,1,1,9.0,1989,2005,4,2.0,2,1.0,4.0,0,120,1.0,1.0
201100064679,6,30,1,2,1,1.0,2.0,112,750,0,0,32,2.0,1.0,A01,1,1,1,1,1.0,1980,2011,4,1.0,4,1.0,1.0,15,140,1.0,1.0
201600005101,6,27,1,2,1,1.0,3.0,130,380,0,0,14,7.0,20.0,A01,1,1,1,2,5.0,1971,2016,4,1.0,0,0.0,1.0,0,0,1.0,1.0
201200030239,2,5,1,2,1,1.0,2.0,218,500,0,0,30,1.0,1.0,B01,1,1,1,1,4.0,1974,2012,3,2.0,2,1.0,1.0,0,40,1.0,1.0
200900049520,10,19,5,2,1,1.0,6.0,350,590,0,0,2,1.0,1.0,A01,1,1,1,1,4.0,1991,2009,4,2.0,4,1.0,1.0,0,40,1.0,1.0
201500049645,5,14,1,1,1,1.0,4.0,72,690,0,0,7,4.0,23.0,D01,3,2,1,2,5.0,2013,2015,1,1.0,3,1.0,1.0,10,105,1.0,1.0
201800029995,7,29,1,1,1,2.0,1.0,190,220,0,0,7,3.0,1.0,A01,1,1,1,1,5.0,1970,2018,3,2.0,2,2.0,1.0,0,0,2.0,1.0
201200052835,12,30,1,1,1,1.0,3.0,256,690,0,0,7,6.0,1.0,B01,1,1,1,1,5.0,1972,2012,3,1.0,3,1.0,1.0,25,105,1.0,1.0
201500049399,11,12,1,1,1,1.0,2.0,764,570,0,0,7,4.0,2.0,B01,1,1,1,2,0.0,1979,2015,1,3.0,2,4.0,1.0,30,140,1.0,1.0
200700057725,9,5,1,1,1,1.0,6.0,121,820,0,0,7,3.0,1.0,B01,1,1,1,2,1.0,1968,2007,3,2.0,2,1.0,3.0,0,0,1.0,1.0
200900019069,3,16,1,2,1,1.0,5.0,3,940,0,0,7,2.0,2.0,A01,1,1,1,1,5.0,1945,2009,3,2.0,2,2.0,1.0,0,0,1.0,1.0
200500023781,4,25,1,1,1,3.0,7.0,224,540,0,0,7,1.0,1.0,A01,1,1,1,1,1.0,1978,2005,2,3.0,4,0.0,1.0,20,120,2.0,2.0
201400037313,4,6,3,1,1,2.0,1.0,158,860,0,0,7,1.0,1.0,B01,1,1,1,2,9.0,1980,2014,2,3.0,4,2.0,1.0,0,124,2.0,1.0
200800047157,8,19,1,2,1,1.0,2.0,585,310,0,0,7,5.0,15.0,A01,1,1,1,1,0.0,1933,2008,3,2.0,0,1.0,1.0,0,0,1.0,1.0
201200041696,11,21,2,2,2,1.0,6.0,7,920,0,0,32,1.0,13.0,A01,0,3,1,2,2.0,1994,2012,3,3.0,2,2.0,1.0,18,115,1.0,1.0
200800003748,1,3,1,2,2,2.0,3.0,215,620,0,0,7,8.0,15.0,B01,4,2,1,2,0.0,2002,2008,3,2.0,2,1.0,1.0,0,140,2.0,1.0
200900023943,7,26,1,1,1,1.0,5.0,357,100,0,0,7,1.0,1.0,B01,3,2,1,2,5.0,1990,2009,3,2.0,2,1.0,1.0,0,70,1.0,1.0
200500063703,10,9,1,1,1,1.0,3.0,458,670,0,0,7,6.0,17.0,A01,1,1,1,1,9.0,1976,2005,3,2.0,2,1.0,1.0,0,0,1.0,1.0
201400046630,7,2,1,1,1,1.0,5.0,112,750,0,0,7,3.0,1.0,B01,4,2,1,2,0.0,2013,2014,1,3.0,4,1.0,3.0,25,140,1.0,1.0
200700057214,9,25,1,2,1,1.0,6.0,482,670,0,0,37,2.0,0.0,A01,0,3,1,1,5.0,1927,2007,4,2.0,2,1.0,1.0,0,100,1.0,1.0
200700045475,7,13,1,2,1,1.0,4.0,383,690,0,0,7,4.0,1.0,C01,1,1,1,1,5.0,1944,2007,4,2.0,1,1.0,1.0,0,0,1.0,1.0
201100027374,3,18,1,2,4,7.0,3.0,63,330,0,0,1,0.0,1.0,B01,1,1,1,2,0.0,1970,2011,4,2.0,2,1.0,1.0,0,0,1.0,1.0
201600045256,1,2,1,1,1,1.0,3.0,10,930,0,0,7,5.0,1.0,B01,1,1,1,1,0.0,1983,2016,1,1.0,4,1.0,1.0,15,140,1.0,1.0
201800009380,7,15,2,2,3,1.0,2.0,55,130,0,0,7,4.0,23.0,B01,6,2,1,2,5.0,2012,2018,4,2.0,6,1.0,1.0,0,0,1.0,3.0
201600025364,10,26,5,2,6,8.0,4.0,281,350,0,0,10,1.0,2.0,A01,1,1,1,1,4.0,1991,2016,3,3.0,4,1.0,1.0,0,0,2.0,1.0
200500060120,9,26,1,2,1,1.0,2.0,8,750,0,0,7,1.0,1.0,A01,1,1,1,1,5.0,1952,2005,4,1.0,4,1.0,1.0,0,120,1.0,1.0
201800052649,1,18,1,2,2,8.0,6.0,114,750,13,45,33,1.0,1.0,A01,1,1,1,1,1.0,1984,2018,4,0.0,0,0.0,0.0,0,0,0.0,0.0
200800051922,9,27,1,2,1,1.0,2.0,10,900,0,0,7,1.0,2.0,B01,1,1,1,2,5.0,1923,2008,4,0.0,2,0.0,1.0,99,79,1.0,1.0
201300039192,6,18,1,2,1,1.0,2.0,25,920,0,0,7,6.0,0.0,B01,1,1,1,2,0.0,1977,2013,4,0.0,0,1.0,1.0,0,0,1.0,1.0
201900058782,11,30,1,2,1,1.0,6.0,75104,75,0,0,1,0.0,1.0,A01,1,1,1,1,3.0,1950,2019,4,2.0,4,1.0,1.0,0,0,1.0,5.0
201200036444,12,27,1,2,1,2.0,2.0,259,690,0,0,7,1.0,2.0,A01,1,1,1,1,4.0,1973,2012,4,2.0,1,1.0,1.0,0,112,2.0,1.0
200700021702,4,30,1,2,1,1.0,7.0,44,360,0,0,7,8.0,1.0,A01,0,3,1,2,5.0,1964,2007,6,0.0,2,1.0,1.0,0,70,1.0,1.0
200900027822,8,16,1,1,1,1.0,2.0,656,270,0,0,7,4.0,1.0,B02,1,1,1,1,9.0,1945,2009,1,3.0,2,2.0,4.0,0,0,1.0,1.0
200700067789,11,16,5,2,1,1.0,6.0,88,60,0,0,7,8.0,1.0,A01,0,3,1,1,5.0,1995,2007,4,3.0,2,1.0,1.0,0,50,1.0,1.0
200500068133,10,20,5,2,2,1.0,6.0,5,750,0,0,7,3.0,1.0,B01,1,1,1,1,4.0,1946,2005,4,2.0,3,1.0,1.0,0,90,2.0,1.0
201500033774,11,10,1,2,4,1.0,6.0,212,760,0,0,7,1.0,1.0,A01,0,3,1,1,2.0,1999,2015,3,2.0,3,1.0,1.0,0,0,1.0,0.0
200600056995,9,11,1,2,2,1.0,3.0,432,910,0,0,7,7.0,0.0,B01,1,1,1,2,5.0,1975,2006,3,3.0,2,1.0,1.0,0,0,1.0,1.0
200700045340,7,13,1,1,1,1.0,2.0,659,910,0,0,33,1.0,2.0,A01,1,1,1,1,5.0,1960,2007,1,3.0,6,1.0,1.0,10,210,1.0,1.0
200600056355,9,26,1,2,1,1.0,2.0,18,750,0,0,18,1.0,1.0,A01,1,1,1,1,4.0,1966,2006,4,2.0,2,1.0,1.0,0,60,1.0,1.0
201200014971,3,3,2,2,1,1.0,1.0,55,130,0,0,7,1.0,5.0,A01,1,1,1,2,0.0,1958,2012,4,1.0,1,1.0,1.0,0,0,1.0,1.0
201100040973,12,26,5,2,3,2.0,6.0,351,760,0,0,7,1.0,1.0,A01,1,1,1,1,5.0,1965,2011,4,2.0,2,4.0,1.0,0,67,2.0,1.0
201500046409,5,19,1,1,1,3.0,6.0,90,780,0,0,7,5.0,12.0,A01,2,2,1,1,5.0,2007,2015,1,3.0,3,1.0,1.0,0,0,2.0,3.0
201700034934,12,21,1,2,1,2.0,2.0,266,690,0,0,7,2.0,1.0,B01,1,1,1,1,1.0,1986,2017,4,2.0,2,1.0,1.0,0,60,2.0,1.0
201100024527,9,9,1,2,1,2.0,7.0,56,250,0,0,7,2.0,1.0,A01,1,1,1,1,1.0,1969,2011,4,2.0,2,1.0,1.0,0,80,2.0,1.0
201500011217,12,21,5,2,3,1.0,3.0,88,60,0,0,7,1.0,1.0,A01,1,1,1,1,0.0,1994,2015,4,2.0,0,2.0,3.0,0,0,1.0,1.0
201500029055,9,20,1,2,3,7.0,3.0,162,560,0,0,7,3.0,0.0,A01,1,1,1,1,0.0,1942,2015,9,2.0,2,1.0,1.0,0,0,1.0,1.0
201400033813,5,8,1,2,9,1.0,1.0,91,690,0,0,7,1.0,9.0,B01,1,1,1,2,0.0,1964,2014,3,2.0,2,1.0,1.0,0,0,1.0,1.0
200800054006,9,19,1,2,1,1.0,2.0,101,750,0,0,13,6.0,24.0,B01,1,1,1,1,4.0,1958,2008,4,1.0,2,1.0,1.0,10,61,1.0,1.0
200600061436,10,7,1,2,3,1.0,1.0,63,330,0,0,37,3.0,1.0,B01,0,2,1,2,0.0,1951,2006,4,1.0,1,1.0,0.0,0,93,1.0,1.0
200500019575,4,27,1,2,1,1.0,6.0,238,350,0,0,7,2.0,1.0,A01,1,1,1,2,5.0,1928,2005,2,3.0,2,1.0,1.0,0,60,1.0,1.0
200800038865,7,5,5,2,1,1.0,6.0,31,190,0,0,7,2.0,1.0,A01,1,1,1,1,5.0,1984,2008,4,0.0,0,1.0,1.0,0,0,1.0,1.0
200700038652,6,26,5,2,2,3.0,6.0,115,750,0,0,7,6.0,2.0,B01,3,2,1,2,0.0,1988,2007,4,1.0,1,1.0,1.0,0,60,2.0,1.0
201100065718,4,7,1,1,1,1.0,7.0,13,971,0,0,7,2.0,1.0,A01,0,3,1,2,0.0,1982,2011,3,2.0,0,1.0,1.0,0,0,1.0,1.0
200700007625,2,6,1,2,1,1.0,7.0,29,60,0,0,1,1.0,1.0,A01,1,1,1,2,5.0,1936,2007,2,2.0,2,1.0,1.0,0,78,1.0,1.0
200800000602,1,25,1,2,1,1.0,3.0,554,800,0,0,14,3.0,1.0,B02,1,1,1,1,1.0,1966,2008,3,2.0,0,1.0,3.0,0,46,1.0,1.0
201000048907,9,23,1,2,1,1.0,6.0,48,920,0,0,7,3.0,1.0,A01,0,3,1,1,2.0,1998,2010,3,2.0,2,1.0,1.0,0,60,1.0,1.0
201200016799,5,5,1,1,1,1.0,6.0,39,130,0,0,7,2.0,14.0,A01,5,2,1,1,5.0,1984,2012,2,1.0,2,1.0,3.0,0,0,1.0,1.0
200800031034,6,15,1,1,1,1.0,3.0,13,690,0,0,7,6.0,0.0,B02,3,2,1,2,0.0,1960,2008,1,3.0,3,1.0,1.0,20,80,1.0,1.0
200900007166,2,1,5,2,2,1.0,3.0,112,590,0,0,7,8.0,1.0,B01,1,1,1,1,5.0,1986,2009,4,2.0,1,1.0,1.0,0,54,1.0,1.0
200800064750,11,4,1,2,2,1.0,3.0,130,530,0,0,7,2.0,15.0,A01,1,1,1,1,3.0,1972,2008,4,2.0,5,1.0,0.0,0,215,1.0,0.0
200500067481,10,28,1,2,6,1.0,6.0,482,670,0,0,10,1.0,2.0,A01,1,1,1,1,5.0,1968,2005,4,2.0,2,1.0,1.0,47,37,1.0,1.0
200800014240,3,12,1,2,1,8.0,3.0,3,940,0,0,30,1.0,0.0,B01,1,1,1,1,1.0,1980,2008,3,3.0,4,1.0,1.0,0,0,2.0,4.0
200900054412,11,16,1,2,4,2.0,1.0,318,330,0,0,7,1.0,16.0,A01,1,1,1,1,5.0,1990,2009,4,2.0,2,1.0,1.0,0,63,2.0,1.0
201800010836,7,8,1,2,1,1.0,2.0,88,480,0,0,7,4.0,23.0,B01,1,1,1,1,5.0,1949,2018,3,2.0,2,2.0,1.0,0,0,1.0,1.0
201300009108,3,15,1,1,1,1.0,2.0,405,910,0,0,7,3.0,1.0,A01,1,1,1,1,9.0,1964,2013,3,2.0,2,1.0,1.0,0,160,1.0,1.0
200600079591,12,13,2,2,2,1.0,3.0,77,940,0,0,7,7.0,19.0,A01,1,1,1,1,5.0,1940,2006,3,2.0,2,1.0,1.0,0,60,1.0,1.0
201000067063,9,6,3,2,1,2.0,6.0,120,750,0,0,7,1.0,14.0,A01,2,2,1,2,5.0,1990,2010,4,3.0,2,2.0,2.0,0,90,2.0,1.0
200800027085,5,7,1,2,1,1.0,2.0,109,750,0,0,32,7.0,23.0,B01,1,1,1,1,0.0,1977,2008,4,1.0,3,1.0,1.0,0,150,1.0,1.0
201000060035,11,21,3,1,1,1.0,6.0,15,130,0,0,7,2.0,0.0,A01,1,1,1,1,1.0,1979,2010,1,0.0,2,1.0,2.0,0,70,2.0,3.0
201600032306,1,6,5,2,9,2.0,3.0,204,670,0,0,7,1.0,1.0,A01,1,1,1,1,1.0,1951,2016,4,2.0,2,0.0,3.0,0,60,2.0,1.0
200500030613,5,17,1,2,1,1.0,3.0,291,770,0,0,7,8.0,14.0,A01,1,1,1,2,0.0,1976,2005,3,1.0,1,1.0,1.0,0,64,1.0,1.0
201000014820,5,18,1,1,1,1.0,1.0,154,360,0,0,7,3.0,1.0,B02,1,1,1,2,3.0,1965,2010,3,2.0,2,1.0,2.0,0,0,1.0,1.0
200500044332,7,17,1,2,1,1.0,3.0,32,300,0,0,7,2.0,2.0,A01,2,2,1,1,0.0,1982,2005,4,1.0,1,1.0,1.0,0,53,1.0,1.0
201800038047,10,10,1,2,3,1.0,3.0,35,920,0,0,7,5.0,15.0,B01,1,1,1,1,4.0,1975,2018,4,0.0,2,1.0,1.0,0,0,1.0,3.0
201800002308,10,19,1,1,1,7.0,3.0,539,380,0,0,3,2.0,21.0,A01,1,1,1,1,4.0,1983,2018,3,2.0,2,1.0,3.0,0,0,1.0,5.0
200900069279,9,7,1,2,2,1.0,3.0,47,930,0,0,7,2.0,1.0,B01,1,1,1,2,5.0,1970,2009,4,2.0,2,1.0,1.0,0,0,1.0,1.0
201800024289,3,31,5,2,1,1.0,6.0,172,340,0,0,7,2.0,1.0,A01,1,1,1,1,5.0,1996,2018,4,1.0,1,1.0,1.0,0,36,1.0,1.0
201500022100,6,1,1,2,2,1.0,6.0,189,300,0,0,7,1.0,1.0,B01,1,1,1,1,0.0,1981,2015,4,1.0,1,1.0,1.0,0,63,1.0,0.0
201600029759,7,7,5,2,1,1.0,2.0,194,580,0,0,7,1.0,0.0,A01,1,1,1,1,5.0,1993,2016,4,1.0,1,2.0,1.0,0,0,1.0,1.0
200700051996,8,7,5,2,2,2.0,3.0,108,750,0,0,7,7.0,2.0,A01,5,2,1,1,0.0,1991,2007,4,1.0,1,1.0,1.0,0,45,2.0,1.0
201200060616,2,18,1,1,1,1.0,5.0,19,971,0,0,7,3.0,24.0,C03,1,1,1,2,3.0,1955,2012,2,2.0,2,0.0,1.0,0,55,1.0,1.0
201200011969,12,3,2,2,1,8.0,5.0,195,470,0,0,3,1.0,15.0,B02,1,1,1,2,5.0,1945,2012,3,2.0,2,2.0,1.0,0,89,2.0,1.0
200900014926,1,16,3,1,1,1.0,3.0,88,820,0,0,7,3.0,0.0,B02,2,2,1,2,0.0,1992,2009,3,2.0,2,1.0,2.0,75,60,1.0,1.0
200600046683,8,5,1,2,1,1.0,6.0,1,360,0,0,33,1.0,1.0,A01,0,3,1,2,5.0,1990,2006,3,2.0,2,1.0,1.0,0,52,1.0,4.0
201800024117,8,10,5,2,1,1.0,3.0,529,330,0,0,7,6.0,10.0,A01,1,1,1,2,5.0,1987,2018,3,2.0,2,1.0,1.0,0,0,1.0,1.0
201600023321,6,25,1,1,1,1.0,3.0,242,540,0,0,17,2.0,2.0,A01,1,1,1,1,4.0,1962,2016,1,1.0,1,1.0,1.0,0,30,1.0,1.0
201500054357,11,28,5,2,2,1.0,3.0,116,750,0,0,2,1.0,1.0,A01,1,1,1,1,4.0,1993,2015,4,1.0,1,1.0,1.0,0,0,1.0,1.0
201800020334,8,25,1,1,1,1.0,4.0,242,630,0,0,7,4.0,2.0,D01,2,2,1,2,5.0,1970,2018,1,3.0,4,1.0,1.0,0,0,1.0,1.0
200600020843,4,12,1,2,9,1.0,6.0,113,630,0,0,2,1.0,1.0,B01,1,1,1,2,9.0,1990,2006,4,2.0,1,1.0,1.0,0,0,1.0,1.0
